SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
1922-0-00,1054 s white rd,san jose,CA,95127,60138077,1987,strip mall,118302,118302,2024,in compliance,,,,164.2,319.3,164.2,317.1,2865328,96538.8,693.5,512.8,1206.3,,4286.2,,,,,,,,,,,4286.2,36.23,
1923-0-00,10160 clayton rd,san jose,CA,95127,61253046,2014,worship facility,22443,22443,2024,in compliance,,,97,25.2,26,27.4,28.4,53955.5,4314.5,0,22.9,22.9,,270.1,,,,,,,,,,,270.1,12.03,
1924-0-00,2670 s white rd,san jose,CA,95148,64918055,1984,office,76962,30992,2024,in compliance,,,86,29.5,75.9,29.8,75.3,228465.7,1438.8,55.3,7.6,62.9,,775.5,,,,,,,,,,,775.5,25.02,
1924-0-01,2680 s white rd,san jose,CA,95148,64918055,1984,office,76962,25616,2024,in compliance,,,71,40.6,99.6,41.6,100.2,242251.8,2403.1,58.6,12.8,71.4,,873.8,,,,,,,,,,,873.8,34.11,
1924-0-02,2690 s white,san jose,CA,95148,64918055,1984,office,76962,30692,2024,in compliance,,,52,60.1,133.4,60.9,133,355036.5,6578.3,85.9,34.9,120.9,,1344.9,,,,,,,,,,,1344.9,43.82,
1925-0-00,2816 s white rd,san jose,CA,95148,65917063,1970,retail store,21440,21440,2024,in compliance,,,89,22.7,63.6,22.7,63.6,142730.9,,32.3,0,32.3,,29.6,,,,,,,,,,,29.6,1.38,
1926-0-00,2812 s white rd,san jose,CA,95148,65917064,1972,supermarket/grocery store,23200,23500,2024,in compliance,,,30,236.7,486.2,235.1,481.7,924439.3,23695.8,209.3,125.9,335.2,,,,,,,,,,951,,,951,40.47,
1927-0-00,3220 s white rd,san jose,CA,95148,65942003,1985,retail store,26590,25356,2024,in compliance,,,74,57,146.6,56.8,143.8,357731.2,2186.6,86.6,11.6,98.2,92.6,,,,,,,,,,,,92.6,3.65,
1928-0-00,3270 s white rd,san jose,CA,95148,65942010,1984,supermarket/grocery store,52647,52662,2024,in compliance,,,64,165.1,384.1,168.5,385.8,1841920,25896.8,445.8,137.6,583.3,,793,,,,,,,,,,,793,15.06,
1929-0-00,4055 evergreen village sq,san jose,CA,95135,65956003,2013,wholesale club/supercenter,59433,40950,2024,in compliance,2024,not submitted,28,150.8,352,153.5,352.7,1313451,18052.5,317.9,95.9,413.8,623.9,,,,,,,,,,,,623.9,15.24,
1929-1-00,4001 evergreen village sq,san jose,CA,95135,65956065,2016,library,16000,16000,2024,in compliance,,,,53.6,115.6,55.9,116.5,154747.3,3671,37.5,19.5,57,64.3,,,,,1538.5,,,,,,,1602.7,100.17,
1931-0-00,4095 evergreen village sq,san jose,CA,95135,65963054,2006,"personal services (health/beauty, dry cleaning, etc.)",20428,20428,2024,in compliance,,,,3,7.3,3,7.2,13656.7,150.3,3.3,0.8,4.1,,,,,,,,,,,156.7,,156.7,7.67,
1931-1-00,3544 san felipe rd,san jose,CA,95135,65904058,2021,senior living community,91714,93733,2024,in compliance,,,87,33,64.9,33.9,65.8,474586,15540,114.9,82.5,197.4,1813,,,,,,,,,,,,1813,19.34,
1932-0-00,3403 yerba buena rd,san jose,CA,95135,66019026,1992,office,388279,416008,2024,in compliance,,,100,9.5,26.5,9.5,26.5,1152920,0,279,0,279,,0.8,,,,,,,,,,,0.8,0,
1932-1-00,4860 san felipe rd,san jose,CA,95135,66015002,1991,other - recreation,15731,15731,2024,in compliance,,,,58.4,89.2,62,93,127119.6,5411.4,18.2,28.7,46.9,306.6,,0,,,,,,,,,1.5,308.1,19.59,
1933-0-00,2855 the villages pkwy,san jose,CA,95135,66502016,2002,multifamily housing,45413,85377,2024,in compliance,,,100,12.7,35.7,12.7,35.7,318692.9,,77.1,0,77.1,,4602.6,,,,,,,,,,,4602.6,53.91,26
1934-0-00,2557 alvin ave,san jose,CA,95121,67001009,1980,multifamily housing,75645,76012,2024,in compliance,,,97,40.6,72.8,41.4,73.9,387080,18273.6,93.7,97.1,190.7,,6794.3,,,,,,,,,,,6794.3,89.38,23
1935-0-00,2570 fontaine rd,san jose,CA,95121,67001017,1970,multifamily housing,120816,147200,2024,in compliance,,,100,7.8,21.6,7.9,22,338138.5,80.3,81.8,0.4,82.3,,9254.1,,,,,,,,,,,9254.1,62.87,21
1937-0-00,2501 alvin ave,san jose,CA,95121,67001031,1965,senior living community,29000,50200,2024,in compliance,2024,compliant,93,95,182,96.8,183.9,691343.8,25019.4,167.3,132.9,300.2,7579.3,,,,,,,,,,,,7579.3,150.98,
1939-0-00,2445 fontaine rd,san jose,CA,95121,67001035,1973,other - entertainment/public assembly,29000,29000,2024,in compliance,,,,89.8,215.3,88.8,210.8,571193.9,6249.6,138.2,33.2,171.4,901.3,,4.5,,,,,,,,,,905.8,31.23,
1940-0-00,1669 flanigan dr,san jose,CA,95121,67002015,2000,office,21054,21054,2024,in compliance,,,44,52.5,113.5,51.9,111.9,202406.9,4025,49,21.4,70.4,,288.8,,,,,,,,,,,288.8,13.72,
1943-0-00,2580 alvin ave,san jose,CA,95121,67002037,1980,other - recreation,26714,26714,2024,in compliance,,,,10.6,26.7,10.6,26.7,69612,464,16.8,2.5,19.3,,74.2,,,,,,,,,,,74.2,2.78,
1943-1-00,2905 s king rd,san jose,CA,95122,67012014,2020,self-storage facility,114692,114692,2024,in compliance,,,,1.5,4.3,1.5,4.3,51732.1,,12.5,0,12.5,96.9,,58.3,,,,,,,,,,155.2,1.35,
1943-2-00,1685 aborn rd,san jose,CA,95121,67013002,2000,self-storage facility,30795,30795,2024,in compliance,,,,2.3,4.9,2.4,5,13028,292,3.2,1.6,4.7,87,,,,,,,,,,,,87,2.83,
1944-0-00,2959 s king rd,san jose,CA,95122,67013026,1988,other,38384,38384,2024,in compliance,,,,62.6,94.9,65.7,98.1,187307.2,18810,45.3,99.9,145.2,345.6,,,,,,,,,,,,345.6,9,
1945-0-00,3155 silver creek rd,san jose,CA,95121,67015023,2006,retail store,118275,138871,2024,in compliance,2024,compliant,86,50,129.1,51.1,130.2,1780663,10219,431,54.3,485.3,2207,,,,,,,,,,,,2207,15.89,
1947-0-00,1771 e capitol expy,san jose,CA,95121,67015035,1981,strip mall,102994,102994,2024,in compliance,,,,146,292.7,145.7,290,2363396,69418.7,572,368.7,940.7,,7566.1,,,,,,,,,182.8,,7748.9,75.24,
1949-0-00,1751 e capitol expy,san jose,CA,95121,67015041,2021,other - mall,42000,50685,2024,in compliance,2024,compliant,,24.5,66.2,24.1,64.8,335068.8,788.7,81.1,4.2,85.3,143,,,,,,,,,,,,143,2.82,
1950-0-00,1710 tully rd,san jose,CA,95122,67028004,1968,supermarket/grocery store,25000,35851,2024,in compliance,,,60,164.6,339.7,167.2,340.1,987687.3,26240.8,239,139.4,378.4,276.6,,,,,,,,,,,,276.6,7.71,
1951-0-00,1816 tully rd,san jose,CA,95122,67028015,1988,mixed use property,57427,57427,2024,in compliance,,,,239.2,316.5,248.1,324.7,617989,121380.4,149.6,644.7,794.3,755.4,,,,,,,,,,,,755.4,13.15,
1951-0-01,1818 tully rd,san jose,CA,95122,67028015,1988,mixed use property,57427,32927,2024,in compliance,,,,228.5,347.6,227.5,344.6,583244.8,55004.6,141.2,292.2,433.3,2138,,471.4,,,,,,,,,,2609.4,79.25,
1952-0-00,2550 s king rd,san jose,CA,95122,67028034,1978,multifamily housing,169040,170440,2024,in compliance,,,92,35.8,67.1,36.6,68.4,853930.9,33310.9,206.7,176.9,383.6,,14215.2,,,,,,,,,,,14215.2,83.4,30
1953-0-00,1960 tully rd,san jose,CA,95122,67028038,1988,strip mall,105490,115904,2024,in compliance,,,,8.4,23.6,8.3,23.2,281048.2,,68,0,68,1225.2,,,,,1860.1,,,,,,,3085.3,26.62,
1954-0-00,2920 aborn square rd,san jose,CA,95121,67030010,1977,fitness center/health club/gym,63497,63497,2024,in compliance,,,,142.2,274.5,142.1,272.7,1313766,45397.7,318,241.1,559.1,878.2,,,,,,,,,,,,878.2,13.83,
1955-0-00,2950 aborn square rd,san jose,CA,95121,67030016,1975,retail store,27144,27144,2024,in compliance,,,93,34.6,96.8,33.7,94.5,268457.2,,65,0,65,275.5,,,,,,,,,,,,275.5,10.15,
1956-0-00,2625 s king rd,san jose,CA,95122,67033019,1968,multifamily housing,84520,74800,2024,in compliance,,,100,20.4,25.1,20.4,25.1,45774.3,13732.4,10.4,72.9,83.3,5603.4,,1491.8,,,,,,,,,,7095.2,94.86,8
1957-0-00,2260 quimby rd,san jose,CA,95122,67041001,1987,other,46833,45774,2024,in compliance,2024,compliant,,11,30.9,11,30.9,148156.1,,35.9,0,35.9,247.2,,,,,,,,,,,,247.2,5.4,
1958-0-00,2296 quimby rd,san jose,CA,95122,67041003,1987,other,53118,53698,2024,in compliance,2024,compliant,,11.3,31.5,11.3,31.5,177271.5,,42.9,0,42.9,218.3,,,,,,,,,,,,218.3,4.06,
1959-0-00,2240 quimby rd,san jose,CA,95122,67041006,1987,other,44729,44354,2024,in compliance,,,,32.3,90.3,31.6,88.4,410559.5,,99.4,0,99.4,305.5,,,,,,,,,,,,305.5,6.89,
1960-0-00,2380 quimby rd,san jose,CA,95122,67041007,2000,self-storage facility,35700,41055,2024,in compliance,,,,0.6,1.2,0.7,1.2,3624,145,0.9,0.8,1.6,235,,,,,,,,,,,,235,5.72,
1960-1-00,2376 s evergreen lp,san jose,CA,95122,67050001,2020,supermarket/grocery store,148262,148262,2024,in compliance,,,78,105.7,255.5,107.5,255.8,3547973,38386.6,858.7,203.9,1062.6,,4964.1,,,,,,,,,,,4964.1,33.48,
1961-0-00,2850 quimby rd,san jose,CA,95148,67307036,1980,strip mall,34370,34370,2024,in compliance,,,,190.1,311.1,188.9,307.6,628876.7,43457.6,152.2,230.8,383,,4769.3,,,,,,,,,,,4769.3,138.76,
1962-0-00,3251 s white rd,san jose,CA,95148,67314022,1980,strip mall,42000,42000,2024,in compliance,,,,69.4,165.8,69.9,164.3,639840,7520,154.9,39.9,194.8,,1128.8,,,,,,,,,,,1128.8,26.88,
1962-1-00,2635 aborn rd,san jose,CA,95121,67314028,2006,library,22000,22000,2024,in compliance,,,,67.9,109.7,69.5,111.4,267922.2,6139.8,35.2,32.6,67.8,183.7,,355.6,,,,,,,,,0.7,540.1,24.55,
1964-0-00,2909 nieman blvd,san jose,CA,95148,67315121,1999,multifamily housing,129216,130936,2024,in compliance,,,89,34,65,35.2,67.2,661639.7,23538.1,160.1,125,285.2,,9621.1,,,,,,,,,,,9621.1,73.48,23
1965-0-00,2175 aborn rd,san jose,CA,95121,67326018,1986,multifamily housing,116144,205844,2024,in compliance,,,66,45.9,83.5,47,85.1,1233218,54629.7,298.5,290.2,588.6,,28605.4,,,,,,,,,,,28605.4,138.97,2
1966-0-00,1610 e capitol expy,san jose,CA,95121,67603035,1990,strip mall,61936,63785,2024,in compliance,,,,126.8,250.4,128,249.2,1227100,39759.2,297,211.2,508.2,3166.5,,,,,,,,,,,,3166.5,49.64,
1968-0-00,3315 san felipe rd,san jose,CA,95135,67620096,1966,strip mall,21060,21060,2024,in compliance,,,,112.9,227.4,112.9,225.6,377667.1,10887.1,91.4,57.8,149.2,,115.2,,,,,,,,,,,115.2,5.47,
1969-0-00,4463 san felipe rd,san jose,CA,95135,67637024,1998,senior living community,73661,76500,2024,in compliance,,,93,34.3,76.8,35.2,78.7,534703,8667.5,129.4,46,175.5,,,,,,,,,,,,,3327.4,43.5,
1970-0-00,4855 san felipe rd,san jose,CA,95135,67655058,2021,senior living community,97570,105000,2024,in compliance,,,81,41.2,89,41.4,89.3,805524,16026,195,85.1,280.1,4194,,,,,,,,,,,,4194,39.94,
1971-0-00,6100 monterey rd,san jose,CA,95138,67803034,2016,multifamily housing,207595,227502,2024,in compliance,,,75,44,74.7,44.9,74.8,1055732,66099.2,255.5,351.1,606.6,,16740.8,,,,,,,,,,,16740.8,73.59,22
1972-0-00,6020 monterey rd,san jose,CA,95138,67803037,1995,self-storage facility,53179,53179,2024,in compliance,,,,2.8,6.6,2.8,6.6,32255.9,403.1,7.8,2.1,9.9,,203.2,,,,,,,,,,,203.2,3.82,
1973-0-00,5886 eden park pl,san jose,CA,95138,67805048,1986,worship facility,59856,64976,2024,in compliance,,,67,17.1,47.8,17.1,47.8,325294.1,,78.7,0,78.7,714.7,,,,,102.7,,,,,,,817.4,12.58,
1976-0-00,5891 rue ferrari,san jose,CA,95138,67805053,1997,manufacturing/industrial plant,73053,76800,2024,in compliance,2024,exempt,,19.2,52.2,19.2,52.2,411336.4,736.3,99.6,3.9,103.5,,690.6,,,,,,,,,,,690.6,8.99,
1979-0-00,302 enzo dr,san jose,CA,95138,67806021,1980,office,91694,92000,2024,in compliance,,,75,41.8,105.4,42.1,104.1,921824.1,7302.3,223.1,38.8,261.9,321,,932.5,,,,,,,,,,1253.6,13.63,
1980-0-00,300 enzo dr,san jose,CA,95138,67806022,1998,police station,97831,97831,2024,in compliance,2024,compliant,,6,16.7,6,16.7,171043.1,,41.4,0,41.4,0.7,,1527.9,,,,,,,,,,1528.7,15.63,
1984-0-00,5941 optical ct,san jose,CA,95138,67807043,2002,laboratory,67500,68521,2024,in compliance,2024,exempt,,231.1,422.7,234,421.1,2012630,91675.3,487.1,486.9,974,,2272.1,,,,,,,,,,,2272.1,33.16,
1985-0-00,5945 optical ct,san jose,CA,95138,67807044,2002,laboratory,67500,67807,2024,in compliance,,,,123.1,280.5,125.3,280,1685008,27485.6,407.8,146,553.8,,2272.1,,,,,,,,,,,2272.1,33.51,
1986-2-00,5921 optical ct,san jose,CA,95138,67807048,2003,office,67500,67500,2024,in compliance,,,39,90,196.1,90,193.8,1122190,22468,271.6,119.3,390.9,182.4,,,,,,,,,,,,182.4,2.7,
1987-0-00,474 piercy rd,san jose,CA,95138,67808058,1980,worship facility,128640,128640,2024,in compliance,,,,6.5,13.4,7,13.9,141988.8,4147.4,34.4,22,56.4,,1713.8,,,,,,,,,,,1713.8,13.32,
1988-0-00,500 piercy rd,san jose,CA,95138,67808061,2000,distribution center,162066,162066,2024,in compliance,,,52,29.5,76.2,29.1,74.2,1184952,6767,286.8,35.9,322.7,1423.1,,,,,,,,,,,,1423.1,8.78,
1990-0-00,5510 monterey rd,san jose,CA,95111,67853001,1900,supermarket/grocery store,48948,50032,2024,in compliance,2024,not submitted,81,115.3,314.1,114.3,311.3,1602910,2479.2,388,13.2,401.1,,1732.9,,,,,,,,,,,1732.9,34.64,
1992-1-00,215 ford rd,san jose,CA,95138,67853006,2014,multifamily housing,173321,100805,2024,in compliance,,,90,27,55.2,27.4,55.6,516410.7,10036.7,109.9,53.3,163.2,5409.9,,791.7,,,,,,,,,,6201.6,61.52,29
1993-0-00,5968 silver creek valley rd,san jose,CA,95138,67893016,2007,strip mall,24162,23964,2024,in compliance,,,,33.3,70.1,32.9,69,138121.5,3172.5,33.4,16.9,50.3,583.5,,,,,,,,,,,,583.5,24.35,
1994-0-00,6000 silver creek valley rd,san jose,CA,95138,67893024,1999,office,263824,263000,2024,in compliance,,,,106.9,257.5,106.5,253.9,6258901,66441,1514.8,352.9,1867.7,532.1,,,,,5472.4,,,,,,,6004.4,22.83,
1995-0-00,5890 silver creek valley rd,san jose,CA,95138,67893027,2001,financial office,36432,36432,2024,in compliance,,,73,67.1,141.2,68.4,141.2,423333,10487.7,102.5,55.7,158.2,280.9,,,,,269.3,,,,,,0,550.2,15.1,
1999-0-00,5799 fontanoso way,san jose,CA,95138,67901007,2000,office,93650,93650,2024,in compliance,,,100,15,23,15.4,23.4,113656.2,10533.6,27.5,55.9,83.5,9.3,,,,,1468,,,,,,,1477.3,15.77,
2000-0-00,845 embedded way,san jose,CA,95138,67901011,2001,office,67912,67912,2024,in compliance,,,,166.5,316.9,167.9,315.7,1586017,59880,383.9,318.1,701.9,110.7,,2195.7,,,,,,,,,,2306.3,33.96,
2002-0-00,800 embedded way,san jose,CA,95138,67901017,2000,mixed use property,255000,240000,2024,in compliance,,,,47.3,67.6,48.7,69,720912,92178.6,174.5,489.6,664.1,14.8,,3.5,,,,,,,,,,18.3,0.08,
2003-0-00,5325 hellyer ave,san jose,CA,95138,67901019,2000,office,256500,256250,2024,in compliance,,,17,91.9,257.2,91.9,257.2,6899102,,1669.8,0,1669.8,2202.6,,6584,,,,,,,,,,8786.6,34.29,
2004-0-00,5400 hellyer ave,san jose,CA,95138,67901021,2000,manufacturing/industrial plant,77184,77000,2024,in compliance,,,,131.7,348.6,131.7,348.6,2713089,8809.1,656.6,46.8,703.4,,,,427.8,,973.1,,,,,,,1400.9,18.19,
2005-0-00,5500-5550 hellyer ave,san jose,CA,95138,67901022,2000,office,196534,196534,2024,in compliance,2024,exempt,75,59,134.5,60.2,134.4,2345029,38217.7,567.6,203,770.6,339.2,,2003.1,,,,,,,,,,2342.3,11.92,
2009-0-00,5245 hellyer ave,san jose,CA,95138,67905009,2000,laboratory,118632,60000,2024,in compliance,,,,267.2,633.5,267.1,628,3493187,41042.8,845.5,218,1063.5,,956.6,,,,,,,,,,,956.6,15.94,
2010-0-00,5285 hellyer ave,san jose,CA,95138,67905010,2000,laboratory,59316,60000,2024,in compliance,,,,25.1,63.4,25,62.1,360659,2674.5,87.3,14.2,101.5,,930.3,,,,,,,,,,,930.3,15.51,
2012-0-00,5667 silver creek valley rd,san jose,CA,95138,67929006,2000,supermarket/grocery store,65086,33337,2024,in compliance,,,,133.2,294,134.2,293.3,1661392,30645.1,402.1,162.8,564.9,,1577.6,,,,,,,,,,,1577.6,24.24,
2013-1-00,4977 san felipe rd,san jose,CA,95135,68002019,1993,worship facility,46168,46168,2024,in compliance,,,82,10.5,21.4,11.5,22.4,79741,2587,19.3,13.7,33,,59.1,,,,,,,,,,,59.1,1.28,
2014-0-00,4234 monterey rd,san jose,CA,95111,68401001,1982,vehicle repair services,39867,39867,2024,in compliance,2024,compliant,,26,43,26,43,104794.8,6805.6,25.4,36.1,61.5,,369.4,,,,,,,,,,,369.4,9.27,
2015-0-00,100 skyway dr,san jose,CA,95111,68405015,2002,k-12 school,34440,253106,2024,in compliance,,,16,96.7,161.8,100,165.3,3364967.5,138263.6,623.8,734.4,1358.2,,11899.1,,,,,,,,,,,11899.1,47.01,
2015-1-00,330 branham ln e,san jose,CA,95111,68425001,2010,other - recreation,20204,20204,2024,in compliance,2024,compliant,,45,101.7,45.6,100.9,179128.7,3109.8,43.4,16.5,59.9,32.5,,1054.5,,,,,,,,,,1087,53.8,
2018-0-00,5302 monterey rd,san jose,CA,95111,68430084,1980,strip mall,27520,27612,2024,in compliance,,,,57.3,133.5,56.5,131.3,332889.7,4246.6,80.6,22.6,103.1,,3265,,,,,,,,,,,3265,118.25,
2019-0-00,513 branham ln e,san jose,CA,95111,68433086,1992,multifamily housing,21886,23314,2024,in compliance,,,62,35.1,69.4,36.4,72.2,132745.7,3963.2,32.1,21.1,53.2,,1776.7,,,,,,,,,,,1776.7,76.21,8
2020-0-00,510 branham ln e,san jose,CA,95111,68433087,1993,multifamily housing,41180,44248,2024,in compliance,,,54,48.7,74.3,50.4,76.1,171401.2,16468.4,41.5,87.5,129,,3082.4,,,,,,,,,,,3082.4,69.66,13
2021-0-00,282 danze dr,san jose,CA,95111,68438068,1972,multifamily housing,85520,85222,2024,in compliance,,,99,16.8,40.9,16.9,41.1,384279.8,1282.7,93,6.8,99.8,,3741.2,,,,,,,,,,,3741.2,43.9,48
2022-0-00,5398 monterey road,san jose,CA,95111,68439018,1997,multifamily housing,182929,189035,2024,in compliance,,,79,43.8,64.4,45.3,65.9,750756.6,60019.9,141.6,318.8,460.4,,,14785.8,,,,,,,,,,14785.8,78.22,16
2023-0-00,100 branham ln e,san jose,CA,95111,68446106,2005,multifamily housing,172191,219978,2024,in compliance,,,100,10.3,28.9,10.3,28.9,665731.9,,161.1,0,161.1,,10406.6,,,,,,,,,,,10406.6,47.31,42
2023-1-00,200 edenvale ave,san jose,CA,95136,68504027,1904,hotel,117250,176920,2024,in compliance,,,43,82,175.7,83.9,177.7,2654631,57890.5,642.5,307.5,950,5679.2,,2421.4,,,,,,,,,,8100.6,45.79,
2023-2-00,101 branham ln e,san jose,CA,95111,68453032,2007,library,22000,22000,2024,in compliance,,,,36,60.8,38.1,63,84594,5499,20.5,29.2,49.7,123.3,,68.1,,,,,,,,,,191.4,8.7,
2024-0-00,5615 chesbro ave,san jose,CA,95123,68719029,1988,financial office,50575,69524,2024,in compliance,,,78,53.2,118.1,53.7,117.6,712232.9,13033.7,172.4,69.2,241.6,1561.2,,,,,,,,,,,,1561.2,22.46,
2025-0-00,630 blossom hill rd,san jose,CA,95123,68719033,1976,strip mall,104750,91505,2024,in compliance,2024,compliant,,78.2,157.5,78.3,156,1160600,33888.8,280.9,180,460.9,145.1,,,,,,,,,,,,145.1,1.55,
2026-0-00,5625 snell ave,san jose,CA,95123,68726037,1985,strip mall,67989,67989,2024,in compliance,,,,61.9,136.4,62.7,135.6,793484.3,15577.7,192,82.7,274.8,389,,389,,,,,,,,,,778,11.44,
2027-0-00,5647 snell ave,san jose,CA,95123,68726026,1985,strip mall,29600,29522,2024,in compliance,,,,147,295.3,145.5,291.1,683832,19618.4,165.5,104.2,269.7,1160.2,,,,,,,,,,,,1160.2,39.3,
2028-1-00,5700 comanche dr,san jose,CA,95123,68727064,1971,worship facility,25978,25978,2024,in compliance,,,71,14.4,28.4,15.6,29,54963,2165,13.3,11.5,24.8,,922,,,,,,,,,,,922,35.49,
2029-0-00,6061 snell ave,san jose,CA,95123,68733073,1979,supermarket/grocery store,43031,25440,2024,in compliance,,,62,171.2,479.4,169.3,473.9,1261960,,305.4,0,305.4,,1150.7,,,,,,,,,,,1150.7,45.23,
2030-0-00,350 la strada dr,san jose,CA,95123,68920022,2000,multifamily housing,264872,315223,2024,in compliance,2024,compliant,75,37.8,66.6,38.7,67.2,1005989,53209.1,243.5,282.6,526.1,,14991.6,,,,,,,,,,,14991.6,66.33,22
2031-0-00,250 palm valley blvd,san jose,CA,95123,68920023,2001,multifamily housing,290156,298160,2024,in compliance,2024,compliant,86,33.6,57.8,34.5,58.7,1093123,62705.4,264.6,333.1,597.6,,13802.4,,,,,,,,,,,13802.4,47.57,47
2032-0-00,150 palm valley blvd,san jose,CA,95123,68920025,2000,multifamily housing,397080,416148,2024,in compliance,,,75,49.5,84.4,49.5,84.4,2255401,129168.8,545.9,686.1,1232,,39197.3,,,,,,,,,,,39197.3,94.19,3
2033-0-00,100 palm valley blvd,san jose,CA,95123,68920026,2008,multifamily housing,182566,233106,2024,in compliance,,,100,25.9,48.7,26.2,49,838316.9,32472.8,202.9,172.5,375.4,,7945.6,,,,,,,,,,,7945.6,34.09,62
2034-0-00,6171 santa teresa blvd,san jose,CA,95123,68929075,2003,food sales,20260,29745,2024,in compliance,,,,106.4,155.9,106.4,155.9,220098.2,24145.4,53.3,128.2,181.5,674,,,,,,,,,,,,674,22.66,
2034-1-00,124 blossom hill rd,san jose,CA,95123,69001002,1985,strip mall,23152,23152,2024,in compliance,,,,123.2,237.3,123.1,234.7,408610.3,14562.6,98.9,77.3,176.2,1317.3,,,,,,,,,,,,1317.3,56.9,
2035-0-00,88 blossom hill rd,san jose,CA,95123,69001004,1995,self-storage facility,75212,86275,2024,in compliance,,,,1.2,3.5,1.2,3.5,31442,,7.6,0,7.6,42,,,,,,,,,,,,42,0.49,
2038-0-00,5480 lean ave,san jose,CA,95123,69009003,1974,multifamily housing,189187,196980,2024,in compliance,2024,compliant,90,41.5,66,42.3,66.5,717439.5,57965.1,173.6,307.9,481.5,,19277.3,,,,,,,,,,,19277.3,99.02,18
2040-0-00,445 blossom hill rd,san jose,CA,95123,69025005,1985,strip mall,58245,68911,2024,in compliance,,,,67.8,163.1,67.5,160.8,1038206,11089.7,251.3,58.9,310.2,210.2,,,,,,,,,,,,210.2,3.05,
2042-0-00,393 blossom hill rd,san jose,CA,95123,69025022,1995,medical office,42915,44005,2024,in compliance,,,100,70.5,164.1,70.7,163.1,655447,8735.9,158.6,46.4,205,225.5,,165.1,,,,,,,,,,390.6,8.88,
2043-1-00,5322 wong ct,san jose,CA,95123,69036003,1986,multifamily housing,102240,102240,2024,in compliance,2024,compliant,88,33.8,62.6,34.8,64,470729.4,19467.2,113.9,103.4,217.3,,4639.7,,,,1965.5,,,,,,,6605.2,64.6,30
2045-0-00,5807 cottle rd,san jose,CA,95123,69202031,1980,other,23653,23653,2024,in compliance,2024,compliant,,152.6,223.9,153.4,224.8,252483.8,27668.3,61.1,147,208.1,2750.7,,,,,,,,,,,,2750.7,116.29,
2047-0-00,400 blossom hill rd,san jose,CA,95123,69226045,1984,supermarket/grocery store,23241,32368,2024,in compliance,,,78,115.9,264.9,114.9,262,766430.7,11033.5,185.5,58.6,244.1,,,291.7,,,,,,,,,,291.7,9.01,
2049-0-00,1008 blossom hill rd,san jose,CA,95123,69403027,1981,strip mall,142877,22729,2024,in compliance,,,,147.4,289.8,147.4,289.8,513692.6,15984.6,124.3,84.9,209.2,,,,,,,,,,,12,289.3,301.4,13.26,
2050-0-00,5650 almaden expy,san jose,CA,95118,69404020,1974,strip mall,141798,89174,2024,in compliance,,,,68.3,154.9,69.4,154.4,1219024,20255.3,295,107.6,402.6,,169.3,,,,,,,,,,,169.3,1.9,
2051-0-00,1040 blossom hill rd,san jose,CA,95123,69405022,1978,retail store,23327,23327,2024,in compliance,,,94,20.2,56.5,19.6,54.9,134040.5,,32.4,0,32.4,,338.2,,,,,,,,,,,338.2,14.5,
2055-0-00,942 blossom hill rd,san jose,CA,95123,69406019,1975,retail store,44750,57866,2024,in compliance,,,92,39,94.7,39.9,94.8,512404,5627.1,124,29.9,153.9,,793.3,,,,,,,,,,,793.3,13.71,
2058-0-00,886 blossom hill rd,san jose,CA,95123,69413002,1971,retail store,22000,122220,2024,in compliance,2024,compliant,100,10.8,27.9,10.7,27.5,332754,1719,80.5,9.1,89.7,1024,,,,,,,,,,,,1024,8.38,
2058-0-01,890 blossom hill rd,san jose,CA,95123,69413002,2004,retail store,101370,101370,2024,in compliance,2024,compliant,99,29.4,47.1,28.9,46.7,814169,1534,197.1,8.1,205.2,286,,,,,,,,,,,,286,2.82,
